modified_index,Q-JW4-MON,Q-JW4-TUE,Q-JW4-WED,Q-JW4-THU,Q-JW4-FRI,Q-JW4-SAT,Q-JW4-SUN,Euclidean Barycenter
06:00:00,279.449,250.84,253.789,253.481,247.022,37.228,34.998,193.82957142857143
06:15:00,262.21,264.17,242.906,221.872,266.587,52.031,-17.389,184.6267142857143
06:30:00,260.703,201.727,178.957,207.416,214.432,-2.347,-27.917,147.5672857142857
06:45:00,208.46,193.769,174.308,186.779,201.326,-7.072,-36.194,131.62514285714286
07:00:00,183.317,178.398,152.431,209.97,213.257,-20.138,-19.792,128.20614285714285
07:15:00,220.611,198.581,208.918,215.832,261.957,-8.781,-36.646,151.496
07:30:00,261.163,234.186,207.714,304.39,289.311,4.272,-19.714,183.04600000000002
07:45:00,289.842,310.548,247.296,341.824,277.652,23.951,-19.498,210.2307142857143
08:00:00,334.231,381.318,318.13,373.212,408.654,23.751,-0.588,262.6725714285714
08:15:00,382.023,396.927,427.88,391.514,523.278,50.203,26.468,314.04185714285717
08:30:00,416.334,425.023,468.386,502.288,540.804,42.314,42.719,348.26685714285713
08:45:00,433.092,472.704,502.832,566.82,546.053,36.731,51.868,372.8714285714286
09:00:00,442.082,572.296,474.987,569.613,569.961,106.31,47.984,397.6047142857143
09:15:00,526.656,609.531,496.57,607.369,565.018,108.211,69.501,426.1222857142857
09:30:00,586.529,609.599,524.694,598.257,576.494,123.234,62.099,440.1294285714286
09:45:00,592.946,593.243,623.559,565.521,551.207,123.64,77.904,446.86
10:00:00,570.854,559.63,605.06,550.614,558.616,143.979,86.56,439.3304285714285
10:15:00,574.871,575.058,606.926,550.519,544.066,143.347,92.529,441.0451428571428
10:30:00,577.849,592.496,618.968,603.514,597.474,139.392,97.48,461.0247142857143
10:45:00,582.426,584.117,615.836,631.011,585.644,132.483,129.699,465.8880000000001
11:00:00,582.36,589.397,623.51,646.243,609.252,161.167,63.051,467.8542857142857
11:15:00,607.291,565.774,627.19,635.419,620.296,154.234,140.032,478.6051428571429
11:30:00,658.11,581.537,616.184,625.147,617.034,150.797,205.507,493.4737142857143
11:45:00,642.566,560.938,614.97,656.667,596.961,153.983,210.349,490.9191428571429
12:00:00,653.408,568.011,608.757,645.968,577.847,157.701,180.428,484.5885714285714
12:15:00,619.204,577.912,639.196,645.289,589.976,162.459,185.523,488.5084285714285
12:30:00,612.14,589.908,657.85,626.063,587.339,152.77,199.774,489.40628571428573
12:45:00,594.641,594.812,661.418,611.174,598.648,165.043,193.833,488.5098571428572
13:00:00,619.339,591.779,681.189,609.264,567.098,160.201,170.831,485.67157142857144
13:15:00,606.411,607.144,681.021,622.507,566.074,160.884,168.752,487.5418571428571
13:30:00,602.271,610.373,677.764,634.936,570.576,169.081,193.702,494.1004285714286
13:45:00,601.174,595.64,666.881,633.837,597.142,198.79,186.474,497.134
14:00:00,603.443,619.963,678.178,630.061,605.097,186.048,201.061,503.4072857142857
14:15:00,616.083,612.878,678.131,630.287,604.919,176.937,205.312,503.5067142857142
14:30:00,607.68,613.249,709.82,647.304,595.276,199.577,196.179,509.8692857142857
14:45:00,610.798,608.09,701.582,645.326,593.876,195.669,212.509,509.69285714285706
15:00:00,587.687,591.17,713.946,639.888,601.236,184.112,208.534,503.79614285714285
15:15:00,595.891,598.574,699.388,666.202,629.448,190.689,188.263,509.7792857142857
15:30:00,602.413,625.947,668.03,702.733,609.548,173.426,204.397,512.3562857142857
15:45:00,593.371,604.94,661.35,692.302,612.22,193.669,215.358,510.4585714285714
16:00:00,589.828,595.52,681.854,693.996,591.42,179.421,188.011,502.8642857142857
16:15:00,571.293,583.281,659.063,586.119,590.288,189.337,186.881,480.89457142857145
16:30:00,541.778,568.452,636.711,516.569,592.806,180.53,183.947,460.1132857142858
16:45:00,514.93,532.641,571.616,477.512,577.071,159.733,170.697,429.17142857142863
17:00:00,507.096,510.589,453.893,462.499,521.362,172.249,173.186,400.12485714285714
17:15:00,492.377,472.132,425.467,419.97,474.252,182.168,177.066,377.6331428571429
17:30:00,457.804,470.91,413.491,417.75,489.251,173.073,193.858,373.7338571428572
17:45:00,430.444,457.533,395.12,415.276,465.658,164.258,68.766,342.4364285714286
18:00:00,432.297,425.759,388.7,411.672,454.019,142.369,73.844,332.66571428571433
18:15:00,440.853,418.416,388.63,422.801,465.683,152.521,85.342,339.178
18:30:00,456.056,463.346,403.254,444.83,476.973,166.812,123.396,362.0952857142857
18:45:00,445.653,476.496,394.973,433.343,483.703,164.001,170.608,366.96814285714294
19:00:00,448.204,466.572,418.147,439.728,484.209,139.201,182.753,368.40200000000004
19:15:00,441.479,437.747,411.673,435.834,474.339,106.758,148.544,350.9105714285714
19:30:00,435.882,439.707,407.47,432.18,482.761,146.268,154.13,356.91400000000004
19:45:00,443.211,441.834,406.494,445.174,470.348,129.193,161.981,356.89071428571435
20:00:00,450.873,444.427,390.177,428.73,446.836,162.634,155.73,354.20099999999996
20:15:00,462.306,401.101,403.433,432.39,389.322,137.838,156.61,340.4285714285715
20:30:00,459.002,439.512,401.837,464.43,379.533,162.94,133.323,348.6538571428572
20:45:00,471.318,428.796,409.346,469.896,408.941,114.791,150.078,350.4522857142857
21:00:00,483.258,426.322,443.126,470.279,390.682,133.986,165.049,358.9574285714285
21:15:00,498.166,392.708,422.539,478.632,429.071,110.589,154.566,355.1815714285714
21:30:00,416.617,381.729,441.106,458.573,453.899,109.844,147.353,344.1601428571429
21:45:00,349.697,387.02,455.672,450.019,447.277,98.186,76.352,323.46042857142857
22:00:00,313.698,373.497,370.606,338.602,448.768,94.15,100.063,291.3405714285714
22:15:00,346.966,319.539,381.984,317.451,384.887,99.802,83.997,276.37514285714286
22:30:00,314.609,301.592,391.429,335.063,299.663,104.64,72.274,259.8957142857143
22:45:00,308.791,299.543,389.877,349.624,297.531,98.83,93.747,262.5632857142857
23:00:00,288.818,296.126,351.977,317.454,344.633,86.968,67.472,250.49257142857144
23:15:00,315.488,271.889,399.221,314.269,325.512,121.431,81.198,261.2868571428572
23:30:00,271.11,299.87,296.683,338.794,310.267,113.271,91.14,245.87642857142856
23:45:00,298.622,295.287,298.236,308.102,320.044,95.508,62.672,239.7815714285714
