modified_index,P-JW2-MON,P-JW2-TUE,P-JW2-WED,P-JW2-THU,P-JW2-FRI,P-JW2-SAT,P-JW2-SUN,Euclidean Barycenter
07:15:00,2735.56,2685.518,2696.222,2783.998,2848.984,2316.169,2199.449,2609.4142857142856
07:30:00,2794.918,2708.818,2714.061,2748.18,2940.568,2387.572,2231.663,2646.5400000000004
07:45:00,2839.01,2723.703,2624.441,2743.996,2913.594,2440.522,2262.711,2649.711
08:00:00,2867.014,2728.847,2696.337,2798.764,2889.493,2583.811,2316.873,2697.3055714285715
08:15:00,2880.967,2824.605,2699.578,2824.91,2925.766,2689.409,2342.538,2741.1104285714287
08:30:00,2961.766,2950.625,2856.351,2934.98,2967.199,2831.66,2476.365,2854.1351428571425
08:45:00,3053.119,2948.1,2940.506,3009.587,3018.02,2844.951,2526.547,2905.832857142857
09:00:00,3126.393,3033.102,2992.112,3115.801,3132.921,2881.289,2530.638,2973.179428571428
09:15:00,3193.397,3128.001,3009.87,3211.284,3203.102,3009.61,2550.83,3043.727714285714
09:30:00,3244.072,3139.655,3132.776,3182.789,3200.944,3109.306,2572.82,3083.1945714285716
09:45:00,3286.781,3190.954,3182.679,3178.223,3289.038,3084.865,2635.958,3121.214
10:00:00,3326.38,3232.612,3181.063,3253.666,3327.954,3168.149,2694.832,3169.236571428571
10:15:00,3361.783,3259.4,3243.878,3253.478,3341.14,3159.548,2769.238,3198.352142857143
10:30:00,3366.198,3327.607,3327.677,3327.661,3406.191,3263.361,2759.648,3254.049
10:45:00,3384.58,3314.133,3315.527,3309.406,3386.917,3307.037,2757.468,3253.5811428571433
11:00:00,3355.35,3378.272,3369.355,3349.369,3458.858,3317.358,2747.76,3282.3317142857145
11:15:00,3347.706,3322.031,3402.162,3399.878,3450.009,3359.916,2846.113,3303.9735714285716
11:30:00,3319.737,3368.259,3512.258,3462.339,3453.028,3421.859,2923.552,3351.576
11:45:00,3430.269,3337.351,3492.702,3448.892,3460.906,3390.22,2985.339,3363.6684285714286
12:00:00,3483.458,3387.917,3483.875,3437.877,3503.325,3399.354,2967.922,3380.5325714285714
12:15:00,3524.002,3448.011,3502.663,3470.099,3502.842,3450.442,2939.844,3405.414714285714
12:30:00,3522.494,3431.423,3528.744,3417.38,3549.203,3460.259,2968.657,3411.165714285715
12:45:00,3585.506,3457.083,3537.818,3453.022,3556.706,3484.301,3028.218,3443.236285714286
13:00:00,3577.102,3500.422,3550.037,3413.02,3557.773,3511.351,3074.289,3454.8562857142856
13:15:00,3598.214,3465.956,3582.191,3384.917,3554.879,3466.625,3111.618,3452.0571428571425
13:30:00,3624.756,3508.119,3597.476,3339.481,3542.74,3456.691,3087.594,3450.9795714285715
13:45:00,3608.125,3519.416,3639.296,3342.417,3578.492,3527.953,3124.459,3477.1654285714285
14:00:00,3621.656,3527.542,3651.355,3278.314,3628.373,3509.341,3101.108,3473.9555714285716
14:15:00,3593.291,3477.829,3726.177,3258.751,3489.011,3449.852,3079.081,3439.141714285714
14:30:00,3580.147,3400.308,3694.617,3227.09,3524.799,3451.189,3145.69,3431.9771428571426
14:45:00,3556.367,3397.017,3718.633,3259.936,3498.991,3372.169,3143.922,3421.0049999999997
15:00:00,3543.672,3409.875,3718.281,3317.43,3630.298,3347.934,3141.502,3444.1417142857144
15:15:00,3494.926,3401.807,3724.006,3337.786,3554.834,3269.798,3089.415,3410.3674285714287
15:30:00,3514.402,3406.632,3725.037,3310.988,3547.756,3265.17,3076.103,3406.584
15:45:00,3518.171,3364.759,3714.324,3338.539,3509.016,3246.671,3036.69,3389.738571428571
16:00:00,3502.218,3398.213,3699.177,3277.145,3467.613,3223.861,2974.784,3363.287285714286
16:15:00,3406.593,3374.579,3619.35,3228.19,3411.411,3238.039,3013.034,3327.3137142857145
16:30:00,3334.878,3320.546,3456.19,3183.638,3352.678,3173.415,3016.772,3262.5881428571433
16:45:00,3198.537,3185.758,3202.101,3054.428,3262.901,3068.572,3008.873,3140.1671428571426
17:00:00,3086.481,3066.429,3103.152,2979.061,3161.405,3119.165,2946.696,3066.0555714285715
17:15:00,3057.622,2956.908,2990.65,2972.82,3118.828,3103.041,2929.241,3018.444285714286
17:30:00,3034.302,2952.262,3015.287,2974.899,3096.452,3071.286,2946.902,3013.055714285714
17:45:00,3010.566,2996.926,3010.002,2995.865,3035.888,3063.572,2897.61,3001.489857142857
18:00:00,3126.288,3083.52,3180.264,3108.757,3137.791,3137.234,2991.528,3109.3402857142855
18:15:00,3338.796,3226.8,3369.417,3263.056,3251.79,3246.196,3068.789,3252.1205714285716
18:30:00,3523.242,3402.302,3593.71,3428.913,3447.542,3432.582,3237.281,3437.938857142857
18:45:00,3538.961,3535.319,3723.051,3518.18,3509.329,3575.492,3413.663,3544.8564285714288
19:00:00,3630.577,3587.532,3728.767,3502.611,3543.383,3638.794,3522.902,3593.5094285714295
19:15:00,3617.151,3548.292,3752.472,3551.891,3521.716,3596.496,3527.938,3587.993714285714
19:30:00,3690.838,3638.23,3741.102,3590.567,3559.83,3556.984,3584.234,3623.112142857143
19:45:00,3697.88,3639.197,3738.471,3627.769,3598.433,3607.117,3624.503,3647.6242857142856
20:00:00,3697.332,3599.97,3705.318,3660.292,3552.578,3522.369,3569.207,3615.2951428571423
20:15:00,3730.281,3559.81,3643.687,3639.622,3520.073,3562.378,3645.453,3614.472
20:30:00,3680.254,3584.53,3635.203,3606.657,3616.189,3556.512,3602.32,3611.6664285714282
20:45:00,3690.789,3477.706,3771.51,3551.758,3616.513,3571.367,3618.89,3614.076142857143
21:00:00,3672.233,3451.261,3680.074,3552.698,3580.312,3508.316,3578.02,3574.702
21:15:00,3559.88,3387.457,3627.879,3533.875,3504.293,3534.899,3578.46,3532.3918571428576
21:30:00,3507.543,3350.454,3544.839,3486.345,3542.23,3459.306,3519.879,3487.228
21:45:00,3489.611,3296.416,3431.57,3401.784,3505.304,3371.543,3519.372,3430.7999999999997
22:00:00,3421.522,3222.629,3399.925,3267.976,3414.197,3285.867,3435.95,3349.723714285715
22:15:00,3379.054,3136.317,3394.489,3227.031,3439.549,3234.213,3370.543,3311.5994285714287
22:30:00,3307.416,3077.146,3349.432,3142.541,3334.127,3206.389,3294.324,3244.4821428571427
22:45:00,3212.808,2944.72,3206.31,3086.67,3246.13,3097.641,3207.117,3143.0565714285717
23:00:00,3119.631,2873.001,3152.496,2986.862,3183.747,3140.193,3146.559,3086.0698571428575
23:15:00,3015.111,2834.91,3066.061,2988.028,3170.213,3061.083,3066.248,3028.807714285714
23:30:00,2927.845,2783.953,3012.594,2882.163,3101.932,3010.532,3024.335,2963.3362857142856
23:45:00,2897.188,2718.415,2924.159,2850.691,3072.321,2957.571,2985.418,2915.1090000000004
