modified_index,P-JW1-MON,P-JW1-TUE,P-JW1-WED,P-JW1-THU,P-JW1-FRI,P-JW1-SAT,P-JW1-SUN,P-JW2-MON,P-JW2-TUE,P-JW2-WED,P-JW2-THU,P-JW2-FRI,P-JW2-SAT,P-JW2-SUN,P-JW3-MON,P-JW3-TUE,P-JW3-WED,P-JW3-THU,P-JW3-FRI,P-JW3-SAT,P-JW3-SUN,P-JW4-MON,P-JW4-TUE,P-JW4-WED,P-JW4-THU,P-JW4-FRI,P-JW4-SAT,P-JW4-SUN,P-FW1-MON,P-FW1-TUE,P-FW1-WED,P-FW1-THU,P-FW1-FRI,P-FW1-SAT,P-FW1-SUN,P-FW2-MON,P-FW2-TUE,P-FW2-WED,P-FW2-THU,P-FW2-FRI,P-FW2-SAT,P-FW2-SUN,P-FW3-MON,P-FW3-TUE,P-FW3-WED,P-FW3-THU,P-FW3-FRI,P-FW3-SAT,P-FW3-SUN,Euclidean Barycenter,Median Barycenter,Modal Barycenter,DTW Barycenter,SDTW Barycenter-G1.0
21:30:00,3590.048,3744.812,3646.971,3650.361,3700.463,3668.466,3684.604,3507.543,3350.454,3544.839,3486.345,3542.23,3459.306,3519.879,3505.332,3772.676,3385.079,3536.934,3441.327,3339.986,3466.313,3558.641,3611.298,3639.068,3591.474,3500.976,2500.788,2639.149,2710.806,2591.51,2570.294,2711.487,3174.165,3348.006,3229.489,3241.686,3445.04,3647.013,3721.338,3457.0,3370.619,3497.714,3691.197,3763.949,3760.45,3707.769,3805.142,3567.669,3537.517,3431.3310612244886,3519.879,3590.048,2996.1350439560447,2996.3713549670397
21:45:00,3547.948,3635.115,3540.209,3594.197,3639.228,3602.969,3637.019,3489.611,3296.416,3431.57,3401.784,3505.304,3371.543,3519.372,3503.877,3634.234,3302.578,3557.577,3397.834,3184.753,3457.842,3445.604,3586.831,3591.554,3538.798,3510.891,2530.032,2543.507,2620.721,2603.164,2530.046,2684.279,3143.925,3292.898,3204.994,3273.022,3383.287,3605.283,3629.862,3446.679,3373.458,3444.926,3622.023,3713.88,3700.176,3636.976,3696.223,3470.655,3462.957,3378.3190000000004,3470.655,3547.948,2996.1350439560447,2996.535630485458
22:00:00,3475.239,3561.892,3476.997,3515.767,3557.938,3583.703,3580.496,3421.522,3222.629,3399.925,3267.976,3414.197,3285.867,3435.95,3420.16,3473.675,3235.103,3482.618,3420.822,3194.559,3366.67,3367.516,3518.682,3458.63,3387.724,3475.002,2497.744,2539.834,2602.811,2562.581,2557.732,2609.157,3181.172,3268.811,3171.766,3261.26,3442.253,3571.16,3577.887,3394.62,3314.321,3429.196,3565.26,3624.402,3601.524,3624.64,3656.592,3452.119,3461.406,3325.9083061224505,3421.522,3475.239,2996.1350439560447,2996.078850951107
22:15:00,3416.828,3515.318,3420.488,3475.748,3577.513,3460.521,3492.597,3379.054,3136.317,3394.489,3227.031,3439.549,3234.213,3370.543,3344.98,3370.331,3211.936,3436.913,3311.428,3119.738,3325.688,3313.158,3433.583,3416.676,3311.518,3352.375,2484.033,2497.578,2538.631,2505.413,2465.487,2644.09,3134.07,3223.03,3186.706,3223.885,3351.991,3441.494,3470.237,3292.533,3288.343,3379.62,3470.421,3563.341,3478.253,3539.964,3523.115,3471.817,3391.801,3266.416040816326,3370.331,3416.828,2996.1350439560447,2993.362656833297
22:30:00,3382.802,3465.802,3337.827,3330.039,3539.286,3428.766,3419.923,3307.416,3077.146,3349.432,3142.541,3334.127,3206.389,3294.324,3288.017,3363.585,3154.329,3333.261,3256.212,3010.912,3309.516,3267.838,3364.004,3374.655,3291.709,3192.554,2463.234,2429.194,2479.627,2429.223,2450.175,2546.169,3064.247,3201.391,3133.171,3204.431,3307.436,3428.457,3430.044,3327.531,3245.86,3317.717,3460.719,3560.675,3444.206,3497.452,3516.49,3329.675,3372.677,3213.5145510204075,3309.516,3382.802,2996.1350439560447,2993.6416498623644
22:45:00,3253.669,3306.997,3256.09,3207.752,3312.257,3321.875,3320.155,3212.808,2944.72,3206.31,3086.67,3246.13,3097.641,3207.117,3146.584,3220.551,3029.357,3204.077,3150.631,2972.875,3216.546,3190.377,3285.284,3250.989,3216.45,3098.667,2386.01,2356.743,2407.317,2348.684,2366.075,2498.756,3019.87,3127.941,3070.493,3133.792,3268.06,3332.99,3345.817,3217.709,3166.037,3264.568,3352.266,3392.858,3338.875,3341.666,3360.807,3215.341,3321.433,3114.218102040815,3212.808,3253.669,2996.1350439560447,2994.6889192423355
23:00:00,3135.095,3277.547,3145.562,3187.365,3303.048,3323.098,3331.967,3119.631,2873.001,3152.496,2986.862,3183.747,3140.193,3146.559,3097.041,3234.783,2997.71,3184.532,3125.027,2929.87,3170.079,3088.021,3187.039,3191.651,3113.559,3113.472,2325.566,2291.08,2331.64,2311.291,2327.406,2456.079,2954.993,3118.656,3082.426,3075.46,3184.786,3277.98,3258.184,3185.425,3175.201,3205.737,3272.706,3342.969,3305.466,3297.37,3319.963,3200.933,3249.987,3067.148142857142,3152.496,3135.095,2996.1350439560447,2994.1949275516617
23:15:00,3096.66,3162.338,3109.879,3114.297,3206.821,3212.273,3219.921,3015.111,2834.91,3066.061,2988.028,3170.213,3061.083,3066.248,2983.529,3139.241,2939.05,3108.443,3150.12,2942.137,3094.296,3070.956,3123.739,3161.099,3060.007,3025.615,2304.117,2243.332,2260.954,2229.916,2285.712,2381.006,2884.458,3094.532,2987.107,3063.878,3105.421,3086.97,3203.683,3078.406,3077.418,3180.053,3200.37,3273.34,3232.459,3195.656,3231.179,3129.438,3128.297,2999.587285714286,3094.296,3096.66,2995.5938708791214,2993.996972143953
23:30:00,2994.902,3179.127,3074.823,3057.681,3176.438,3183.976,3140.238,2927.845,2783.953,3012.594,2882.163,3101.932,3010.532,3024.335,2906.658,3113.713,2880.952,3088.061,3066.338,2898.527,3004.729,2950.999,3079.716,3022.451,3006.708,2951.658,2245.557,2231.645,2216.069,2205.329,2241.373,2363.108,2869.913,3012.572,2968.547,2955.657,3069.501,3085.488,3137.559,3087.139,3071.763,3109.902,3121.777,3215.391,3141.958,3178.115,3143.64,3056.479,3044.417,2944.7744489795923,3024.335,2994.902,2966.7321940505008,2968.0402850851106
23:45:00,2958.74,3054.697,3022.372,3052.821,3129.727,3119.084,3047.416,2897.188,2718.415,2924.159,2850.691,3072.321,2957.571,2985.418,2831.575,3027.991,2850.522,3064.219,2989.131,2846.302,2967.9,2904.348,3041.809,2980.603,2922.454,2957.943,2170.322,2155.176,2161.383,2185.684,2212.256,2298.456,2807.905,2932.769,2945.897,2925.527,3024.847,3025.214,3068.032,3025.148,2965.243,3043.302,3085.467,3157.792,3094.031,3015.746,3153.885,3007.976,3005.962,2890.6823877551024,2980.603,2958.74,2671.3034807923173,2672.3504772323754
