modified_index,P-JW1-MON,P-JW1-TUE,P-JW1-WED,P-JW1-THU,P-JW1-FRI,P-JW1-SAT,P-JW1-SUN,Euclidean Barycenter,Median Barycenter,Modal Barycenter,DTW Barycenter,SDTW Barycenter-G1.0
05:00:00,2657.062,2589.127,2530.996,2541.944,2509.339,2597.812,2531.643,2565.4175714285716,2541.944,2657.062,2570.390857142857,2555.459538308328
05:15:00,2743.679,2642.867,2600.048,2598.541,2613.118,2634.862,2512.359,2620.782,2613.118,2743.679,2630.0339,2626.0466557030622
05:30:00,2783.719,2734.813,2680.821,2608.73,2644.937,2608.953,2514.948,2653.845857142857,2644.937,2783.719,2655.1863857142853,2654.325610196147
05:45:00,2808.969,2799.111,2758.111,2744.088,2670.021,2681.676,2503.865,2709.4058571428573,2744.088,2808.969,2733.6601785714292,2734.28352905026
06:00:00,2875.862,2856.438,2768.063,2846.754,2709.304,2650.389,2545.279,2750.2984285714288,2768.063,2875.862,2764.0916857142856,2773.210681205646
06:15:00,2958.544,2954.018,2806.387,2868.546,2797.605,2581.321,2440.585,2772.4294285714286,2806.387,2958.544,2771.9171714285712,2771.9846296921983
06:30:00,2983.107,2840.156,2819.328,2827.926,2776.61,2540.517,2342.371,2732.8592857142858,2819.328,2983.107,2771.9171714285712,2771.9054572884666
06:45:00,2995.138,2849.952,2807.459,2806.816,2855.953,2450.095,2310.16,2725.0818571428567,2807.459,2995.138,2771.9171714285712,2771.889188344942
07:00:00,2959.72,2871.812,2838.656,2828.702,2793.763,2472.727,2278.736,2720.5879999999997,2828.702,2959.72,2771.9171714285712,2771.743810811359
07:15:00,2964.072,2861.848,2907.424,2872.375,2780.396,2504.831,2322.968,2744.8448571428576,2861.848,2964.072,2771.9171714285712,2771.927976320756
07:30:00,2971.983,2894.882,2901.094,2890.043,2900.349,2546.599,2353.627,2779.7967142857137,2894.882,2971.983,2816.5192285714284,2816.5440856280097
07:45:00,2912.538,2923.925,2925.379,2901.17,2939.707,2648.141,2413.179,2809.1484285714287,2912.538,2912.538,2824.772417582418,2824.282095725132
08:00:00,2991.308,2937.249,2996.412,2833.703,2981.66,2733.459,2471.207,2849.285428571428,2937.249,2991.308,2877.618163265306,2877.3493049404437
08:15:00,3079.748,2995.06,2966.028,2914.053,3072.819,2835.853,2496.678,2908.6055714285712,2966.028,3079.748,2953.2279028571425,2953.3109732658336
08:30:00,3183.425,3086.865,3115.605,3101.014,3100.078,2842.446,2608.572,3005.4292857142855,3100.078,3183.425,2983.6215714285713,2984.026632651917
08:45:00,3210.632,3161.387,3167.391,3152.22,3176.45,3030.028,2688.377,3083.783571428571,3161.387,3210.632,3098.4267238095235,3098.383323745945
09:00:00,3234.496,3231.811,3216.023,3123.821,3275.087,3102.172,2711.017,3127.7752857142855,3216.023,3234.496,3165.347595238095,3165.331375271843
09:15:00,3276.176,3269.728,3266.008,3169.17,3265.434,3190.93,2705.662,3163.301142857143,3265.434,3276.176,3177.519584821429,3177.4915973978664
09:30:00,3347.807,3277.652,3278.337,3179.148,3289.091,3189.553,2782.543,3192.0187142857144,3277.652,3347.807,3212.7402428571436,3212.750096245602
09:45:00,3383.519,3285.793,3317.441,3214.603,3325.581,3254.609,2822.92,3229.209428571429,3285.793,3383.519,3251.396142857143,3243.9854890743604
10:00:00,3397.546,3368.367,3342.73,3319.793,3351.11,3251.263,2838.432,3267.034428571428,3342.73,3397.546,3274.7389523809525,3274.412272985617
10:15:00,3414.469,3430.264,3361.249,3335.592,3409.257,3319.574,2957.337,3318.2488571428576,3361.249,3414.469,3317.1819090909094,3320.713872808163
10:30:00,3430.462,3381.201,3352.277,3392.92,3460.671,3365.029,2939.761,3331.7601428571425,3381.201,3430.462,3362.224087912088,3373.812652344393
10:45:00,3452.307,3457.833,3375.488,3435.569,3509.276,3409.571,2927.2,3366.7491428571425,3435.569,3452.307,3397.49346031746,3400.777536717074
11:00:00,3567.369,3457.708,3495.41,3415.677,3540.679,3417.58,2982.523,3410.992285714286,3457.708,3567.369,3425.5100714285713,3430.8041632578434
11:15:00,3545.566,3422.94,3437.324,3444.433,3567.444,3461.277,3066.327,3420.758714285714,3444.433,3545.566,3426.36451948052,3423.7059138293207
11:30:00,3565.456,3456.094,3403.418,3511.697,3611.13,3507.881,3126.703,3454.625571428572,3507.881,3565.456,3455.1348571428566,3455.1529656359685
11:45:00,3543.102,3485.268,3329.52,3539.196,3599.967,3530.007,3115.86,3448.9885714285715,3530.007,3543.102,3455.1348571428566,3455.1269723461155
12:00:00,3547.702,3534.508,3316.962,3514.375,3623.672,3505.946,3117.825,3451.57,3514.375,3547.702,3454.2983246753242,3453.4335344730107
12:15:00,3575.754,3532.81,3361.253,3542.902,3697.772,3496.95,3151.264,3479.815,3532.81,3575.754,3456.3262999999993,3487.8941613512056
12:30:00,3587.615,3561.887,3416.137,3531.138,3694.943,3536.209,3176.109,3500.576857142857,3536.209,3587.615,3512.9470714285712,3524.7593559829434
12:45:00,3502.578,3553.818,3478.467,3529.652,3651.882,3561.393,3184.531,3494.6172857142856,3529.652,3502.578,3502.3380259740256,3516.5945227802636
13:00:00,3602.843,3558.901,3495.385,3561.532,3594.063,3554.072,3244.204,3515.8571428571436,3558.901,3602.843,3545.314588850174,3546.55695673048
13:15:00,3600.387,3536.798,3482.169,3567.633,3594.96,3534.148,3223.253,3505.6211428571432,3536.798,3600.387,3507.0800129870136,3507.3507866469627
13:30:00,3616.279,3556.95,3493.166,3532.281,3549.121,3548.887,3192.993,3498.525285714285,3548.887,3616.279,3512.424928571428,3512.6141442843145
13:45:00,3690.964,3619.048,3524.872,3561.742,3556.736,3567.22,3208.098,3532.6685714285713,3561.742,3690.964,3610.9725014577257,3610.852639172612
14:00:00,3677.049,3575.201,3497.199,3555.526,3608.458,3524.057,3254.734,3527.4605714285717,3555.526,3677.049,3550.022179723502,3549.7954697497858
14:15:00,3606.957,3603.923,3378.816,3532.761,3537.559,3500.749,3220.163,3482.9897142857144,3532.761,3606.957,3491.8191714285713,3491.8189405891253
14:30:00,3555.841,3609.661,3336.369,3514.289,3566.621,3444.996,3199.724,3461.071571428572,3514.289,3555.841,3486.8571714285717,3486.8354115719158
14:45:00,3590.508,3611.165,3277.162,3561.873,3598.548,3413.482,3190.641,3463.3398571428565,3561.873,3590.508,3486.8571714285717,3486.8607954775957
15:00:00,3541.165,3655.63,3299.166,3547.227,3648.754,3426.363,3213.589,3475.984857142857,3541.165,3541.165,3486.8571714285717,3486.857020437968
15:15:00,3540.541,3637.477,3319.668,3514.11,3579.403,3358.037,3242.241,3455.9252857142856,3514.11,3540.541,3486.8571714285717,3486.788095462857
15:30:00,3541.209,3674.166,3371.177,3590.189,3628.198,3329.85,3219.216,3479.1435714285712,3541.209,3541.209,3486.8571714285717,3486.864600420114
15:45:00,3555.214,3670.131,3395.22,3551.396,3643.595,3295.962,3214.163,3475.0972857142856,3551.396,3555.214,3486.8571714285717,3486.8621783236217
16:00:00,3608.916,3633.847,3407.669,3515.581,3675.912,3322.098,3214.109,3482.590285714286,3515.581,3608.916,3486.8571714285717,3486.8793379710237
16:15:00,3564.467,3556.256,3374.701,3490.771,3625.253,3320.251,3178.562,3444.323,3490.771,3564.467,3472.8774821428574,3486.878067060186
16:30:00,3518.773,3501.227,3349.839,3462.3,3585.258,3283.429,3142.518,3406.1919999999996,3462.3,3518.773,3459.8542500000003,3465.9701804339556
16:45:00,3285.987,3314.029,3226.362,3309.182,3433.86,3226.692,3147.422,3277.6477142857143,3285.987,3285.987,3328.734446428571,3339.1818827325947
17:00:00,3177.694,3252.56,3199.14,3190.981,3277.934,3173.018,3128.17,3199.9281428571435,3190.981,3177.694,3227.544914285714,3315.801243571334
17:15:00,3118.917,3195.039,3153.937,3168.149,3199.098,3206.926,3096.397,3162.6375714285714,3168.149,3118.917,3221.7928142857145,3284.918510511077
17:30:00,3106.037,3130.651,3158.321,3112.534,3158.148,3232.26,3064.449,3137.4857142857145,3130.651,3106.037,3219.0706142857143,3273.859176236301
17:45:00,3112.75,3139.68,3202.905,3094.767,3149.439,3222.253,3014.073,3133.695285714286,3139.68,3112.75,3148.6873726708077,3160.7624517484587
18:00:00,3208.772,3289.412,3352.046,3243.84,3296.19,3335.221,3117.083,3263.2234285714285,3289.412,3208.772,3258.1187023809516,3262.17347601236
18:15:00,3368.754,3447.133,3484.756,3393.714,3427.448,3436.69,3232.466,3398.708714285714,3427.448,3368.754,3406.177642857142,3406.208633554581
18:30:00,3545.549,3682.973,3603.398,3584.038,3552.746,3634.666,3433.459,3576.6898571428574,3584.038,3545.549,3589.4011785714283,3589.452900177343
18:45:00,3628.865,3779.047,3716.279,3679.629,3620.012,3698.824,3506.016,3661.238857142857,3679.629,3628.865,3653.993450549451,3653.963534685525
19:00:00,3674.599,3874.314,3781.779,3734.62,3614.287,3717.619,3559.289,3708.0724285714286,3717.619,3674.599,3706.500642857143,3706.501092282809
19:15:00,3720.168,3853.973,3721.516,3765.44,3609.724,3740.46,3624.792,3719.439,3721.516,3720.168,3713.1104,3713.174234968169
19:30:00,3708.692,3896.623,3782.411,3823.496,3642.88,3769.92,3586.652,3744.382000000001,3769.92,3708.692,3753.051727272727,3752.9503846377597
19:45:00,3747.851,3866.332,3794.073,3858.893,3673.254,3777.191,3637.319,3764.987571428571,3777.191,3747.851,3765.555506493507,3765.3439005306163
20:00:00,3746.875,3884.665,3819.557,3857.026,3729.895,3769.267,3691.379,3785.5234285714287,3769.267,3746.875,3832.663258503401,3833.000860918026
20:15:00,3723.316,3947.793,3788.548,3732.162,3739.279,3704.119,3746.044,3768.7515714285714,3739.279,3723.316,3755.218051948052,3755.307792775937
20:30:00,3720.132,3929.279,3798.261,3787.491,3739.719,3667.335,3759.891,3771.729714285714,3759.891,3720.132,3763.5085194805197,3763.7596172607473
20:45:00,3677.517,3849.266,3773.782,3756.353,3723.595,3692.107,3728.21,3742.975714285714,3728.21,3677.517,3728.6363714285712,3728.698350016936
21:00:00,3675.06,3883.089,3711.457,3665.162,3685.524,3687.402,3718.408,3718.014571428572,3687.402,3675.06,3724.523257142857,3724.3844920327206
21:15:00,3588.314,3806.405,3661.819,3655.003,3661.684,3661.416,3681.757,3673.7711428571433,3661.684,3588.314,3675.945276190476,3675.952974588777
21:30:00,3590.048,3744.812,3646.971,3650.361,3700.463,3668.466,3684.604,3669.3892857142855,3668.466,3590.048,3657.1721758241756,3657.1547144144906
21:45:00,3547.948,3635.115,3540.209,3594.197,3639.228,3602.969,3637.019,3599.526428571429,3602.969,3547.948,3582.6487252747256,3582.6338740730516
22:00:00,3475.239,3561.892,3476.997,3515.767,3557.938,3583.703,3580.496,3536.004571428571,3557.938,3475.239,3546.4617571428566,3550.945226857351
22:15:00,3416.828,3515.318,3420.488,3475.748,3577.513,3460.521,3492.597,3479.8590000000004,3475.748,3416.828,3481.7036000000003,3486.743292581573
22:30:00,3382.802,3465.802,3337.827,3330.039,3539.286,3428.766,3419.923,3414.9207142857144,3419.923,3382.802,3413.0906428571425,3413.0942421742225
22:45:00,3253.669,3306.997,3256.09,3207.752,3312.257,3321.875,3320.155,3282.685,3306.997,3253.669,3306.002166666667,3306.098662208652
23:00:00,3135.095,3277.547,3145.562,3187.365,3303.048,3323.098,3331.967,3243.3831428571425,3277.547,3135.095,3240.867214285714,3240.853109534063
23:15:00,3096.66,3162.338,3109.879,3114.297,3206.821,3212.273,3219.921,3160.3127142857143,3162.338,3096.66,3160.716792207792,3160.7258986720835
23:30:00,2994.902,3179.127,3074.823,3057.681,3176.438,3183.976,3140.238,3115.312142857143,3140.238,2994.902,3111.679214285715,3111.662174224775
23:45:00,2958.74,3054.697,3022.372,3052.821,3129.727,3119.084,3047.416,3054.9795714285715,3052.821,2958.74,3040.978969387755,3040.958500220442
