modified_index,Q-JW1-MON,Q-JW1-TUE,Q-JW1-WED,Q-JW1-THU,Q-JW1-FRI,Q-JW1-SAT,Q-JW1-SUN,Euclidean Barycenter
08:15:00,438.114,499.872,499.551,408.823,580.063,359.102,309.208,442.1047142857143
08:30:00,476.1,520.594,558.346,487.919,606.121,372.446,343.13,480.6651428571428
08:45:00,483.32,527.938,592.782,494.284,594.996,478.389,351.489,503.314
09:00:00,490.143,579.31,608.882,511.421,634.836,484.91,348.944,522.6351428571428
09:15:00,554.449,567.476,603.626,516.632,652.961,526.943,327.1,535.5981428571429
09:30:00,639.092,588.868,631.23,507.226,686.837,528.256,334.384,559.4132857142857
09:45:00,643.768,575.628,615.637,498.252,687.274,548.88,333.038,557.4967142857143
10:00:00,643.237,630.332,619.606,543.744,668.847,526.452,365.694,571.1302857142857
10:15:00,633.692,619.248,592.972,530.882,682.704,547.047,440.963,578.2154285714286
10:30:00,651.34,626.857,604.129,557.771,701.777,562.246,424.456,589.7965714285714
10:45:00,664.809,633.626,595.044,559.503,710.23,637.036,426.118,603.7665714285714
11:00:00,736.483,640.121,664.754,563.376,731.019,639.911,421.589,628.179
11:15:00,708.731,645.106,636.398,534.972,732.444,645.157,434.824,619.6617142857143
11:30:00,710.053,633.234,634.333,553.352,742.487,645.586,471.308,627.1932857142857
11:45:00,698.101,647.806,605.109,558.734,747.55,653.252,456.674,623.8894285714287
12:00:00,696.504,663.578,598.187,559.108,715.969,644.828,465.338,620.5017142857142
12:15:00,677.651,660.108,599.153,569.681,738.833,636.271,461.91,620.5152857142857
12:30:00,729.433,671.999,618.732,563.806,739.4,637.808,459.807,631.5692857142858
12:45:00,692.341,657.794,600.122,563.103,706.558,647.813,468.972,619.5290000000001
13:00:00,715.04,668.694,628.614,563.881,721.234,634.519,478.273,630.0364285714286
13:15:00,709.891,633.702,601.93,563.509,732.383,630.024,470.996,620.347857142857
13:30:00,722.383,691.071,604.4,561.75,743.244,642.624,475.304,634.3965714285715
13:45:00,737.947,705.61,619.136,545.53,751.634,652.153,499.781,644.5415714285715
14:00:00,740.624,681.67,617.657,545.479,771.711,616.9,507.554,640.2278571428571
14:15:00,731.204,692.963,580.18,552.486,748.266,631.826,490.132,632.4367142857143
14:30:00,717.881,669.67,584.694,534.411,747.311,610.159,472.897,619.5747142857143
14:45:00,697.769,671.359,555.084,555.993,713.549,610.121,488.399,613.182
15:00:00,701.024,692.363,560.748,534.162,734.021,621.876,468.193,616.0552857142858
15:15:00,708.682,704.748,580.631,533.242,713.16,590.58,467.522,614.0807142857142
15:30:00,692.113,721.486,581.961,553.59,733.652,586.81,471.759,620.1958571428571
15:45:00,675.663,705.813,601.982,541.281,738.717,582.998,476.061,617.5021428571429
16:00:00,671.804,702.398,594.629,532.313,747.658,619.04,488.041,622.269
16:15:00,651.46,637.579,560.96,530.132,737.911,624.476,474.592,602.4442857142857
16:30:00,662.606,648.289,553.429,538.681,736.126,612.299,466.902,602.6188571428572
16:45:00,513.104,581.766,507.362,497.532,654.056,604.862,465.122,546.2577142857143
17:00:00,455.278,572.674,498.754,455.857,520.914,566.182,442.412,501.7244285714285
17:15:00,441.043,557.446,475.994,453.706,504.503,570.199,430.997,490.55542857142865
17:30:00,431.38,507.197,470.378,442.278,506.167,588.95,430.988,482.47685714285717
17:45:00,387.857,475.51,465.943,381.442,450.518,515.403,422.866,442.79128571428566
18:00:00,391.311,485.182,493.087,398.929,452.334,500.891,398.358,445.72742857142856
18:15:00,433.46,522.43,523.922,426.871,464.17,520.562,444.78,476.59928571428566
18:30:00,427.858,520.213,504.682,448.699,498.58,524.394,477.471,485.9852857142858
18:45:00,425.261,519.772,505.708,424.483,478.33,494.76,454.472,471.8265714285714
19:00:00,423.404,514.756,489.353,419.533,461.878,487.718,460.492,465.30485714285714
19:15:00,440.713,479.3,484.509,409.01,465.869,491.038,457.816,461.17928571428564
19:30:00,421.593,492.112,493.163,398.782,462.058,513.777,448.512,461.42814285714286
19:45:00,438.813,509.263,478.549,404.203,474.852,509.911,462.004,468.2278571428571
20:00:00,430.461,518.142,489.547,405.596,461.609,503.799,473.428,468.9402857142857
20:15:00,424.558,533.28,479.028,387.348,472.153,536.02,464.427,470.9734285714286
20:30:00,416.27,529.324,487.554,408.284,475.778,515.972,476.657,472.83414285714287
20:45:00,420.06,502.237,492.336,403.326,485.12,532.164,467.168,471.7730000000001
21:00:00,441.508,534.757,491.896,378.103,469.983,531.122,450.621,471.14142857142855
21:15:00,422.923,529.38,491.079,395.612,458.861,520.647,431.254,464.2508571428571
21:30:00,424.823,499.258,534.34,409.088,501.392,545.79,459.503,482.0277142857143
21:45:00,458.49,466.84,400.92,402.899,500.796,509.397,451.38,455.81742857142854
22:00:00,455.299,450.663,409.977,398.447,487.423,518.113,456.223,453.73500000000007
22:15:00,425.493,451.247,400.442,395.683,508.16,423.673,450.148,436.4065714285715
22:30:00,414.087,450.377,378.818,405.431,521.683,422.122,420.122,430.37714285714276
22:45:00,400.17,421.966,404.43,381.062,388.909,400.651,429.668,403.83657142857146
23:00:00,374.276,480.131,366.429,392.594,381.772,427.474,457.388,411.43771428571426
23:15:00,394.536,430.951,360.604,372.056,345.331,375.94,430.252,387.0957142857143
23:30:00,383.209,449.998,351.537,387.984,336.757,401.116,448.362,394.1375714285714
23:45:00,384.464,429.397,369.301,427.559,356.48,382.072,426.859,396.5902857142857
