modified_index,Q-JW3-MON,Q-JW3-TUE,Q-JW3-WED,Q-JW3-THU,Q-JW3-FRI,Q-JW3-SAT,Q-JW3-SUN,Euclidean Barycenter
20:30:00,460.391,447.558,335.764,372.91,371.513,420.547,381.573,398.608
20:45:00,452.631,455.322,311.718,382.243,399.399,419.683,417.39,405.48371428571426
21:00:00,477.926,474.737,292.9,399.318,400.754,430.649,433.113,415.62814285714285
21:15:00,380.13,501.156,298.514,355.294,426.787,433.467,398.143,399.07014285714286
21:30:00,326.009,480.193,315.109,385.574,422.254,437.062,343.352,387.079
21:45:00,352.237,438.347,282.763,384.927,416.389,410.901,355.394,377.27971428571425
22:00:00,350.777,340.066,300.626,365.892,461.489,437.896,328.891,369.3767142857143
22:15:00,336.65,335.701,286.659,388.848,382.188,360.467,344.738,347.893
22:30:00,338.062,350.2,320.302,359.866,334.154,270.846,326.581,328.573
22:45:00,310.382,320.718,280.641,351.282,323.906,276.776,325.916,312.803
23:00:00,304.682,352.724,297.621,360.747,318.947,267.742,335.619,319.726
23:15:00,294.928,312.414,299.601,386.188,345.506,309.443,298.669,320.9641428571428
23:30:00,316.132,328.623,305.619,397.47,386.446,297.102,299.599,332.9987142857143
23:45:00,291.447,318.481,299.114,402.741,359.124,300.976,306.109,325.42742857142855
