,Q-JW3-MON,Q-JW3-TUE,Q-JW3-WED,Q-JW3-THU,Q-JW3-FRI,Q-JW3-SAT,Q-JW3-SUN
07:45:00,3246.119,3011.441,3054.768,3032.415,3149.191,2819.389,2675.398
08:00:00,3299.942,3357.16,3398.866,3253.528,3538.069,2906.904,2722.035
08:15:00,3318.129,3376.077,3456.535,3351.713,3508.551,3139.428,2939.363
08:30:00,3427.796,3442.63,3579.283,3396.669,3562.953,3060.865,2984.37
08:45:00,3460.592,3594.737,3865.695,3578.19,3547.318,3233.51,3015.101
09:00:00,3392.37,3918.291,3926.166,3631.652,3680.359,3286.717,3093.902
09:15:00,3512.175,3922.357,3986.662,3630.733,3624.97,3568.529,3057.84
09:30:00,3858.563,3991.011,3997.982,3650.041,3855.487,3593.132,3172.988
09:45:00,3990.484,3950.328,4058.919,3696.152,3861.401,3663.257,3296.559
10:00:00,3875.666,3988.267,4022.495,3657.895,3998.431,3644.589,3229.47
10:15:00,3898.063,4060.469,3992.228,3751.148,3999.324,3654.405,3304.294
10:30:00,3942.1,4088.924,4096.132,3687.891,4026.718,3754.944,3335.828
10:45:00,3880.498,4078.975,4126.543,3776.188,3944.557,3738.491,3334.282
11:00:00,4007.044,4125.001,4066.696,3798.396,4007.08,3711.131,3352.187
11:15:00,4026.621,4241.133,4049.443,3878.562,4067.409,3759.073,3333.702
11:30:00,3977.647,4280.21,4093.126,3874.221,4230.171,3864.941,3363.1
11:45:00,4052.519,4374.541,3996.786,3896.971,4158.673,3735.13,3353.62
12:00:00,4061.875,4227.662,4017.105,3901.196,4182.04,3611.353,3252.541
12:15:00,4085.098,4229.22,4128.875,3935.143,3976.147,3750.614,3381.338
12:30:00,4141.119,4322.592,4095.059,4009.92,3969.719,3640.436,3336.453
12:45:00,4252.543,4386.352,4177.545,3956.011,3989.091,3680.603,3359.257
13:00:00,4302.194,4338.692,4197.637,3988.135,4031.615,3721.381,3366.908
13:15:00,4385.804,4390.061,4141.515,4099.826,4029.789,3767.506,3412.775
13:30:00,4472.116,4446.982,4175.911,4169.931,4032.497,3752.831,3387.81
13:45:00,4480.262,4395.063,4115.523,4189.739,4183.234,3790.415,3370.717
14:00:00,4366.414,4411.342,4123.913,4161.758,4129.513,3725.23,3332.99
14:15:00,4363.348,4385.359,4101.278,4198.372,4206.284,3658.269,3380.561
14:30:00,4400.588,4438.971,4157.859,4203.819,4244.684,3685.676,3336.222
14:45:00,4418.693,4417.264,4041.303,4110.058,4215.16,3629.655,3326.008
15:00:00,4417.054,4400.386,4040.332,4193.79,4223.838,3711.902,3346.497
15:15:00,4483.519,4341.188,3981.208,4179.131,4156.412,3657.332,3465.84
15:30:00,4401.199,4235.523,3996.632,4127.075,4114.353,3600.321,3543.151
15:45:00,4405.049,4301.62,4043.964,4172.015,4069.695,3676.299,3571.961
16:00:00,4460.933,4339.695,3866.485,4174.625,4096.706,3593.216,3552.581
16:15:00,4100.53,4326.635,3918.391,4098.253,4047.746,3605.255,3530.327
16:30:00,4023.934,4193.383,3880.326,4024.372,3952.577,3403.768,3385.224
16:45:00,3928.473,3823.924,3952.81,3949.632,3893.251,3321.085,3393.194
17:00:00,3791.281,3742.369,3777.885,3849.343,3930.912,3300.599,3435.219
17:15:00,3619.595,3850.786,3636.264,3873.907,3900.477,3372.443,3363.386
17:30:00,3582.963,3804.92,3697.456,3873.303,3814.04,3282.791,3346.756
17:45:00,3544.61,3750.049,3586.932,3507.08,3538.803,3297.052,3229.559
18:00:00,3555.735,3766.492,3661.804,3620.804,3632.039,3439.68,3305.691
18:15:00,3801.65,4082.176,3901.765,3898.786,3933.793,3495.89,3384.583
18:30:00,4069.959,4197.212,4051.609,4117.411,4063.301,3921.838,3788.657
18:45:00,4254.474,4222.971,3971.641,4144.644,3956.122,3709.511,3744.747
19:00:00,4105.634,4149.759,3974.421,4069.683,3823.447,3709.856,3771.419
19:15:00,4132.475,4101.421,3900.421,3975.632,3935.45,3639.318,3687.881
19:30:00,4074.099,4053.928,3920.672,3976.666,3903.99,3806.017,3757.993
19:45:00,4064.665,4030.106,3873.983,4001.013,3858.291,3809.988,3770.39
20:00:00,4036.969,4018.431,3818.553,3908.43,3914.425,3783.868,3765.531
20:15:00,4028.354,4053.02,3750.658,3920.778,3895.789,3666.731,3693.985
20:30:00,4044.62,4013.273,3628.792,3971.648,3951.935,3730.5,3655.408
20:45:00,3970.255,4036.949,3550.931,3935.658,3945.828,3679.719,3734.248
21:00:00,3916.319,4009.433,3490.22,3883.382,3779.406,3681.064,3684.764
21:15:00,3451.111,3998.081,3501.29,3669.844,3807.71,3648.836,3424.495
21:30:00,3491.909,3992.429,3470.314,3667.108,3781.172,3671.305,3348.597
21:45:00,3485.833,3629.245,3272.464,3571.661,3771.241,3616.954,3481.76
22:00:00,3446.734,3638.763,3352.643,3607.19,3731.25,3614.531,3419.543
22:15:00,3388.092,3669.977,3416.424,3613.308,3434.476,3307.695,3453.195
22:30:00,3350.271,3649.258,3346.092,3480.395,3447.998,3219.28,3383.751
22:45:00,3249.444,3534.454,3322.451,3496.527,3338.979,3252.422,3297.973
23:00:00,3238.247,3468.049,3291.954,3551.369,3388.201,3203.432,3256.794
23:15:00,3269.766,3447.099,3342.896,3510.516,3441.062,3327.566,3353.425
23:30:00,3204.774,3398.145,3272.691,3587.83,3569.689,3229.544,3332.74
23:45:00,3203.155,3466.763,3202.623,3526.907,3470.942,3189.502,3258.069
