,P-JW2-MON,P-JW2-TUE,P-JW2-WED,P-JW2-THU,P-JW2-FRI,P-JW2-SAT,P-JW2-SUN
10:00:00,14043.653,13814.377,13585.562,14088.538,14111.96,13677.996,15733.081
10:15:00,14091.454,14210.851,13782.852,14176.423,14346.912,13892.796,15897.911
10:30:00,14275.171,14253.592,13931.023,14329.055,14504.349,14059.211,15863.137
10:45:00,14144.678,14310.229,14040.407,14216.51,14646.429,14223.283,16327.178
11:00:00,14220.984,14478.981,14203.219,14369.451,14598.494,14237.35,16443.32
11:15:00,14251.071,14551.629,14370.652,14644.693,14654.877,14446.972,16404.61
11:30:00,14149.115,14701.197,14635.389,14821.083,14828.491,14558.964,16820.042
11:45:00,14624.047,14699.621,14350.666,14826.345,14895.553,14676.325,16843.849
12:00:00,14597.542,14654.085,14347.39,14873.919,14950.478,14830.768,16948.044
12:15:00,14763.895,14621.797,14663.701,14900.43,14742.451,14955.237,16987.627
12:30:00,14797.848,14638.702,14634.769,14907.597,15074.024,14888.332,17302.622
12:45:00,14847.794,14785.596,14721.893,14669.515,15008.96,14754.339,17446.339
13:00:00,14955.239,14692.262,14824.148,14538.611,15133.725,14724.106,17529.906
13:15:00,14821.878,14705.047,14823.943,14639.879,15130.683,14821.787,15090.782
13:30:00,14806.761,14985.399,14974.188,14420.438,15158.945,14824.896,14932.223
13:45:00,14837.042,15000.413,14991.149,14576.333,15211.391,14895.194,13726.43
14:00:00,14835.627,14830.856,15021.812,14458.873,15078.687,14883.569,13982.356
14:15:00,14758.424,14626.233,14989.607,14307.542,14986.207,14623.669,13938.247
14:30:00,14657.937,14788.171,15146.745,14243.654,15097.165,14719.575,14060.109
14:45:00,14675.974,14573.509,15148.28,14034.431,14925.414,14657.27,14097.068
15:00:00,14649.043,14654.039,15273.575,14327.669,14952.568,14717.951,13811.738
15:15:00,14525.398,14536.799,15354.932,14190.098,14899.081,14637.693,14022.844
15:30:00,14491.008,14546.226,15226.361,14183.681,14798.974,14584.619,13900.539
15:45:00,14436.086,14616.376,15349.439,14170.778,14832.272,14561.162,13745.843
16:00:00,14435.93,14671.125,15296.776,14215.508,14754.843,14408.28,13838.619
16:15:00,14397.156,14750.068,15182.127,14133.861,14612.254,14247.159,13680.265
16:30:00,14073.693,14344.395,14704.54,13797.959,14432.182,14340.377,13835.481
16:45:00,13932.315,14257.47,14444.12,13548.299,14389.955,14121.839,13598.868
17:00:00,13764.785,14022.738,14238.168,13730.313,14242.036,14174.832,13606.007
17:15:00,13779.032,13886.117,14256.935,13813.169,14099.548,14287.985,13640.029
17:30:00,13796.383,14073.091,14345.469,14090.187,14171.054,14207.61,13633.275
17:45:00,14155.061,14314.761,14565.408,14369.331,14415.029,14303.425,13781.68
18:00:00,14728.852,14693.298,15287.259,14732.6,14712.493,14678.755,14280.977
18:15:00,15849.585,15614.398,16134.015,15332.53,15570.806,15220.414,14768.954
18:30:00,16275.189,16333.522,17040.426,16242.824,16290.11,16211.89,15729.881
18:45:00,16725.613,16593.805,17378.23,16263.211,16624.648,16206.473,16069.504
19:00:00,16818.072,16805.135,17378.874,16401.449,16670.416,16260.736,16071.204
19:15:00,16975.005,16649.611,17256.47,16487.587,16665.278,16418.014,16160.175
19:30:00,17065.126,16790.482,17386.737,16668.773,16710.554,16182.44,16305.723
19:45:00,16947.681,16653.059,17398.557,16746.755,16678.695,16299.625,16128.012
20:00:00,16773.041,16626.063,17356.399,16615.672,16351.457,15885.716,16190.498
20:15:00,16836.581,16651.36,16899.623,16367.298,16558.403,15933.298,16103.194
20:30:00,16853.163,16402.198,16955.545,16302.854,16268.424,15976.921,15968.526
20:45:00,16535.123,16220.7,16947.077,16407.346,16033.52,15800.367,15905.638
21:00:00,16313.719,15921.133,16511.227,16088.581,15918.877,15769.734,15861.728
21:15:00,16057.061,15553.601,16236.838,15887.861,15703.195,15549.208,15937.417
21:30:00,15696.306,15255.31,15675.936,15534.46,15390.289,15161.343,15541.062
21:45:00,15471.25,14925.473,15326.579,15236.445,15268.96,14668.831,15218.355
22:00:00,14979.375,14638.251,15067.788,14731.737,14919.18,14708.75,14921.946
22:15:00,14837.661,14299.263,14867.377,14318.812,14836.29,14467.221,14599.1
22:30:00,14319.0,13830.603,14466.143,13990.203,14414.436,14113.488,14223.258
22:45:00,14132.793,13588.666,14215.445,13722.054,14229.562,13960.315,14120.172
23:00:00,13641.333,13173.093,13936.484,13399.953,13876.04,13753.207,13793.18
23:15:00,13377.642,13124.948,13653.761,13208.017,13731.489,13587.685,13498.229
23:30:00,13192.98,12817.697,13253.725,12906.151,13445.96,13208.014,13288.106
23:45:00,12878.123,12583.267,12883.621,12721.616,13155.267,13037.455,12960.418
